MESS_DATUM,FM,FX,PM,TMK,TXK,TNK
1995-05-02,3.4,10.0,995.7,13.3,18.9,5.6
1995-05-03,2.5,8.6,996.0,14.6,20.0,4.8
1995-05-04,1.0,5.5,993.5,16.1,23.3,5.8
1995-05-05,1.1,5.9,990.7,17.3,24.5,6.9
1995-05-06,1.7,7.7,984.9,18.5,25.9,8.2
1995-05-07,1.8,9.2,983.4,17.6,24.7,10.1
1995-05-08,4.1,15.5,979.3,16.4,23.5,11.3
1995-05-09,5.2,17.2,981.8,10.1,13.9,6.7
1995-05-10,1.7,8.0,981.5,9.3,14.5,4.8
1995-05-11,2.1,8.1,974.2,11.4,16.7,3.3
1995-05-12,4.0,12.4,965.7,10.7,15.4,6.2
1995-05-13,3.7,11.7,968.1,8.7,10.0,7.6
1995-05-14,3.9,11.5,985.9,6.7,11.5,5.2
1995-05-15,1.7,7.1,984.2,9.3,15.1,-0.2
1995-05-16,1.3,5.2,977.4,10.1,12.7,3.0
1995-05-17,7.2,19.3,970.9,12.7,17.1,9.6
1995-05-18,4.4,15.0,973.9,8.8,13.9,7.0
1995-05-19,1.5,7.1,984.7,8.2,11.9,6.8
1995-05-20,1.1,8.6,991.2,10.0,16.6,2.2
1995-05-21,2.0,6.4,994.4,10.2,16.4,5.5
1995-05-22,1.8,6.3,989.9,12.8,18.6,4.2
1995-05-23,1.3,7.2,982.0,15.4,22.4,4.8
1995-05-24,0.9,11.6,979.7,19.0,25.5,9.7
1995-05-25,1.8,6.5,980.8,20.8,27.7,14.1
1995-05-26,2.4,8.7,983.5,17.1,20.1,13.9
1995-05-27,3.4,10.1,987.2,15.2,18.6,13.2
1995-05-28,2.0,7.1,989.1,18.5,24.7,10.2
1995-05-29,2.0,9.9,986.6,16.8,22.6,12.3
1995-05-30,2.0,6.8,983.7,14.6,16.5,13.8
1995-05-31,2.9,8.5,981.0,12.9,14.2,11.6
1995-06-01,2.5,9.0,980.7,11.1,13.3,10.5
1995-06-02,2.0,6.4,983.5,13.3,17.3,9.7
1995-06-03,1.7,6.3,985.0,13.8,18.2,9.0
1995-06-04,2.6,9.2,984.9,13.5,18.2,11.1
1995-06-05,1.8,7.5,985.2,14.6,19.0,9.8
1995-06-06,2.4,8.3,986.8,15.2,19.9,11.4
1995-06-07,3.3,11.0,983.5,15.2,19.0,9.0
1995-06-08,2.1,5.8,983.3,12.1,14.7,10.1
1995-06-09,2.5,8.3,984.4,12.4,16.8,9.5
1995-06-10,2.1,9.4,981.1,14.4,18.7,8.3
1995-06-11,1.9,6.6,977.5,12.5,16.6,10.4
1995-06-12,1.6,8.8,978.0,12.8,19.1,8.9
1995-06-13,1.7,9.4,980.9,12.0,18.7,9.2
1995-06-14,1.9,6.4,983.2,12.6,16.1,10.8
1995-06-15,2.4,9.5,983.6,13.2,16.8,10.0
1995-06-16,4.0,12.6,983.5,11.5,15.3,9.0
1995-06-17,4.9,17.9,980.6,14.6,20.8,10.2
1995-06-18,4.2,12.7,982.7,14.7,18.1,12.1
1995-06-19,2.0,6.8,988.3,18.5,23.7,13.3
1995-06-20,1.3,6.5,988.4,21.6,27.4,11.9
1995-06-21,2.1,9.7,988.3,20.3,26.1,15.7
1995-06-22,3.1,13.1,990.2,13.8,19.0,10.4
1995-06-23,2.4,8.9,986.4,12.6,16.2,8.7
1995-06-24,2.1,6.9,985.8,14.8,18.0,10.5
1995-06-25,2.0,7.5,988.9,17.7,22.3,12.3
1995-06-26,3.0,9.4,988.9,20.8,26.3,13.5
1995-06-27,3.8,10.4,987.4,21.6,27.4,13.9
1995-06-28,4.1,12.1,985.8,20.5,26.6,15.8
1995-06-29,1.4,6.9,984.1,22.5,28.7,11.5
1995-06-30,1.5,5.3,983.7,22.9,29.0,14.2
1995-07-01,1.8,8.7,982.1,23.4,31.4,12.9
1995-07-02,2.4,11.2,975.3,20.9,27.7,17.0
1995-07-03,3.7,11.0,972.1,17.1,24.2,15.6
1995-07-04,2.9,9.9,981.9,15.5,19.4,13.7
1995-07-05,1.9,7.7,987.8,17.3,22.0,12.2
1995-07-06,1.0,5.3,988.8,19.1,25.3,11.0
1995-07-07,1.4,6.2,987.4,22.5,28.8,12.7
1995-07-08,1.2,6.8,987.9,23.9,30.7,14.7
1995-07-09,1.4,5.8,986.8,25.7,33.3,15.8
1995-07-10,1.7,7.0,982.0,26.4,34.3,17.7
1995-07-11,2.6,14.6,977.3,24.6,33.8,19.8
1995-07-12,2.0,6.9,980.7,24.4,29.5,17.9
1995-07-13,1.1,5.4,981.5,24.3,30.6,18.1
1995-07-14,1.8,11.0,980.5,20.9,29.5,17.8
1995-07-15,2.3,8.8,981.4,21.5,26.6,17.4
1995-07-16,3.2,18.3,981.3,19.2,23.7,15.7
1995-07-17,1.8,14.1,984.0,19.6,25.1,14.9
1995-07-18,3.3,14.2,986.5,19.5,23.1,15.9
1995-07-19,2.3,9.3,991.2,22.2,26.5,18.3
1995-07-20,1.1,6.7,988.6,24.4,30.9,15.2
1995-07-21,0.9,4.4,983.3,26.8,34.7,18.3
1995-07-22,2.4,15.0,981.5,21.4,32.5,18.3
1995-07-23,2.5,11.0,992.2,16.8,22.0,14.1
1995-07-24,1.1,6.0,990.8,19.8,25.6,11.5
1995-07-25,2.3,7.7,986.9,21.6,28.1,13.0
1995-07-26,2.8,9.5,983.7,24.2,30.2,14.4
1995-07-27,1.7,14.2,986.2,19.8,23.8,18.4
1995-07-28,1.4,7.2,987.4,18.3,23.1,17.4
1995-07-29,1.5,6.1,986.7,20.7,25.7,15.3
1995-07-30,3.6,12.2,984.4,22.7,28.4,15.7
1995-07-31,3.8,12.5,982.4,24.2,30.6,16.4
1995-08-01,2.4,8.0,983.9,23.9,30.8,16.2
1995-08-02,3.0,9.0,986.1,21.9,28.7,16.1
1995-08-03,1.9,8.1,984.2,21.9,28.3,13.5
1995-08-04,1.1,6.1,981.5,22.2,29.3,14.3
1995-08-05,1.7,6.3,985.1,23.4,30.6,14.6
1995-08-06,1.3,5.8,983.8,24.2,31.9,15.6
1995-08-07,1.9,16.1,982.1,20.0,27.8,16.2
1995-08-08,2.7,9.9,985.0,17.4,20.6,14.7
1995-08-09,3.4,9.5,987.9,18.7,24.7,12.2
1995-08-10,2.1,8.5,990.9,19.7,26.7,11.4
1995-08-11,2.4,9.6,990.6,22.0,29.2,11.9
1995-08-12,1.2,6.6,988.8,22.2,30.1,13.8
1995-08-13,1.0,10.5,985.7,19.3,25.5,16.7
1995-08-14,1.6,6.8,985.5,18.2,22.7,16.7
1995-08-15,1.5,6.3,988.6,18.2,23.6,12.9
1995-08-16,2.0,8.5,987.6,17.3,23.1,15.0
1995-08-17,3.3,10.3,987.2,18.8,24.6,12.0
1995-08-18,4.0,11.2,985.5,21.8,27.5,14.4
1995-08-19,2.3,12.3,984.8,22.0,29.3,15.9
1995-08-20,1.1,5.9,985.0,21.2,28.4,16.8
1995-08-21,1.3,5.5,986.1,20.8,26.9,16.4
1995-08-22,2.9,11.2,983.6,22.7,29.0,15.6
1995-08-23,1.4,11.8,980.5,19.4,28.7,15.7
1995-08-24,2.2,7.5,981.3,18.4,21.6,16.3
1995-08-25,3.8,12.9,981.0,17.4,22.1,14.2
1995-08-26,4.0,12.3,981.8,16.2,21.1,14.5
1995-08-27,3.4,12.5,978.3,14.4,17.5,12.1
1995-08-28,4.0,12.5,978.5,10.9,14.3,9.5
1995-08-29,4.0,11.8,982.4,10.4,13.0,10.0
1995-08-30,2.2,7.5,987.8,11.4,16.3,8.5
1995-08-31,2.0,8.1,985.8,11.7,16.3,7.5
1995-09-01,5.5,14.5,980.0,13.6,16.2,9.9
1995-09-02,2.6,9.0,980.9,12.0,14.7,11.2
1995-09-03,2.7,9.2,974.8,12.0,15.7,10.9
1995-09-04,4.8,14.4,974.2,12.8,16.8,9.5
1995-09-05,2.5,9.8,973.9,14.2,19.8,8.0
1995-09-06,1.8,8.4,973.8,14.4,20.6,10.2
1995-09-07,3.2,12.9,969.2,15.6,24.8,10.0
1995-09-08,5.2,16.0,969.8,14.3,19.1,9.7
1995-09-09,5.3,15.8,980.9,13.7,18.5,11.9
1995-09-10,2.5,8.3,981.6,14.8,20.9,9.2
1995-09-11,3.1,11.8,980.8,15.8,21.5,12.0
1995-09-12,1.8,7.2,984.2,16.0,20.9,11.0
1995-09-13,1.7,9.2,978.8,14.4,16.6,13.3
1995-09-14,2.6,8.0,980.7,13.9,18.3,12.6
1995-09-15,2.0,10.0,978.5,12.0,18.7,9.2
1995-09-16,1.1,13.0,979.8,12.6,19.8,7.1
1995-09-17,1.6,6.4,985.0,15.1,21.8,10.4
1995-09-18,3.3,9.5,986.4,15.5,21.2,9.2
1995-09-19,4.0,12.2,977.7,13.4,18.1,10.3
1995-09-20,3.0,8.1,974.5,10.8,13.0,10.2
1995-09-21,2.2,6.9,985.6,11.3,16.6,9.7
1995-09-22,1.0,3.4,989.6,12.4,16.6,6.1
1995-09-23,1.0,4.3,990.4,12.3,17.0,11.0
1995-09-24,2.1,7.3,982.6,11.8,15.7,7.5
1995-09-25,2.1,7.1,986.3,11.2,16.7,8.9
1995-09-26,4.5,13.2,988.6,12.6,16.9,7.8
1995-09-27,7.6,17.7,979.0,12.8,13.2,11.8
1995-09-28,3.8,14.2,986.5,7.6,12.9,5.4
1995-09-29,3.9,12.0,987.3,7.8,13.1,2.4
1995-09-30,3.2,12.0,983.7,8.5,10.2,5.7
1995-10-01,2.7,10.3,982.4,10.5,12.1,7.8
1995-10-02,1.7,7.7,988.4,12.8,18.0,9.6
1995-10-03,1.8,6.7,987.6,13.1,16.0,9.0
1995-10-04,2.3,7.7,985.0,17.2,23.2,12.8
1995-10-05,1.4,8.4,985.4,16.3,21.3,12.5
1995-10-06,0.9,3.6,990.8,15.6,18.9,13.0
1995-10-07,1.4,7.0,995.8,15.0,21.4,11.4
1995-10-08,0.9,3.5,996.8,16.0,23.4,9.9
1995-10-09,1.1,6.5,993.1,16.2,23.4,10.9
1995-10-10,1.0,5.5,991.1,15.9,22.6,10.6
1995-10-11,0.9,4.1,991.3,13.6,15.6,11.5
1995-10-12,1.4,3.7,992.1,13.6,14.7,13.2
1995-10-13,1.4,3.5,992.2,12.4,13.6,11.8
1995-10-14,1.4,5.4,990.1,12.6,15.8,11.5
1995-10-15,1.2,4.2,990.3,11.5,12.8,8.8
1995-10-16,1.3,4.4,993.3,12.1,12.6,11.5
1995-10-17,2.6,7.0,994.4,12.7,16.4,11.2
1995-10-18,1.4,4.3,995.6,12.2,14.7,7.3
1995-10-19,2.9,12.6,996.2,12.0,16.1,10.5
1995-10-20,2.9,7.7,992.5,11.0,12.9,6.5
1995-10-21,2.9,8.6,994.9,6.8,12.9,4.8
1995-10-22,2.6,8.8,992.5,5.4,12.2,0.4
1995-10-23,0.9,3.9,993.1,8.8,16.6,1.6
1995-10-24,1.7,7.4,989.7,7.8,15.7,2.1
1995-10-25,1.2,5.0,990.6,8.1,11.4,1.8
1995-10-26,1.4,4.2,990.1,12.4,18.3,8.7
1995-10-27,1.6,6.5,986.5,13.7,18.7,7.1
1995-10-28,1.0,3.5,985.7,13.9,16.3,13.0
1995-10-29,0.8,3.7,981.3,13.0,14.5,11.9
1995-10-30,1.7,6.7,987.0,11.4,13.1,10.6
1995-10-31,1.3,4.8,993.2,8.4,12.2,6.4
1995-11-01,1.7,8.1,982.5,7.2,8.3,5.2
1995-11-02,3.2,11.8,980.7,5.3,7.7,4.1
1995-11-03,6.4,17.9,975.4,3.8,9.2,1.8
1995-11-04,3.4,12.3,993.0,0.8,3.1,-0.2
1995-11-05,1.9,7.0,1002.0,-0.5,4.7,-3.4
1995-11-06,2.3,9.9,998.2,0.0,2.6,-5.4
1995-11-07,2.1,8.2,992.7,1.2,1.9,-0.1
1995-11-08,1.1,4.0,990.4,4.0,5.5,1.3
1995-11-09,1.7,4.8,985.7,6.3,8.4,4.4
1995-11-10,3.3,8.3,982.3,6.0,10.0,3.2
1995-11-11,4.5,9.9,982.8,5.4,7.9,3.1
1995-11-12,3.6,9.7,984.3,5.6,11.1,2.6
1995-11-13,3.0,9.6,985.3,3.6,4.4,0.5
1995-11-14,1.4,5.7,982.8,6.7,8.4,3.3
1995-11-15,2.7,6.1,974.1,7.4,9.3,5.4
1995-11-16,5.3,14.8,966.4,10.2,10.8,7.4
1995-11-17,3.3,13.9,970.0,4.1,10.8,2.5
1995-11-18,3.4,10.6,988.8,0.6,2.5,-1.2
1995-11-19,7.4,19.2,984.6,2.1,2.6,0.3
1995-11-20,1.8,13.2,996.1,-0.4,4.5,-2.0
1995-11-21,4.2,10.0,994.6,-1.8,2.7,-4.8
1995-11-22,2.2,7.7,993.5,-0.2,2.6,-5.0
1995-11-23,1.2,4.0,994.1,3.2,4.1,1.1
1995-11-24,2.6,6.8,987.1,4.5,7.8,3.5
1995-11-25,4.3,7.3,983.3,1.6,3.8,0.9
1995-11-26,4.4,8.8,980.2,-0.9,0.9,-1.6
1995-11-27,1.5,4.6,979.6,-0.8,-0.5,-1.8
1995-11-28,1.5,3.8,984.2,-0.2,0.2,-0.6
1995-11-29,2.3,6.9,990.5,-0.6,0.4,-1.2
1995-11-30,3.8,8.0,994.0,1.1,2.2,-0.9
1995-12-01,4.1,7.9,995.4,-0.2,1.2,-0.6
1995-12-02,1.9,6.9,993.7,1.0,2.1,-0.2
1995-12-03,2.2,6.3,992.1,-0.1,1.0,-2.1
1995-12-04,5.8,13.2,990.2,-0.8,0.5,-1.5
1995-12-05,6.0,13.0,986.8,-3.1,-1.5,-4.5
1995-12-06,5.2,11.3,984.7,-3.4,-2.5,-5.3
1995-12-07,3.7,7.4,985.6,-0.9,1.2,-2.7
1995-12-08,3.2,7.3,994.2,-0.2,1.0,-3.8
1995-12-09,2.5,5.9,1000.4,-0.9,0.3,-1.3
1995-12-10,1.6,3.9,1001.8,-1.4,0.8,-2.3
1995-12-11,1.1,5.2,997.4,0.5,2.3,-3.8
1995-12-12,3.1,13.0,993.1,0.8,3.4,-0.4
1995-12-13,4.9,14.8,993.4,-0.5,1.5,-2.1
1995-12-14,7.5,15.9,989.0,-2.6,-1.0,-3.3
1995-12-15,4.9,11.7,992.1,-1.2,0.0,-2.8
1995-12-16,4.7,9.1,990.3,-1.0,0.1,-2.1
1995-12-17,3.0,8.8,986.5,-1.5,-0.9,-1.8
1995-12-18,1.5,4.8,983.9,2.1,3.5,-1.6
1995-12-19,2.0,5.5,983.1,3.2,4.0,2.3
1995-12-20,2.5,6.8,978.0,1.3,3.2,-0.2
1995-12-21,2.6,7.2,983.2,-0.9,1.1,-5.0
1995-12-22,2.7,15.2,969.1,5.6,9.5,0.5
1995-12-23,6.2,20.4,956.7,9.7,11.3,8.2
1995-12-24,3.0,15.1,962.9,2.4,9.7,0.5
1995-12-25,1.8,7.7,963.3,1.4,2.8,0.8
1995-12-26,2.2,6.7,970.0,-1.1,1.1,-3.0
1995-12-27,3.2,8.5,981.4,-4.2,-0.7,-5.7
1995-12-28,2.2,5.9,984.6,-7.0,-3.5,-9.6
1995-12-29,3.1,8.4,985.3,-6.8,-1.6,-10.7
1995-12-30,4.8,10.8,973.6,-5.8,-3.5,-10.8
1995-12-31,4.3,9.7,966.6,-1.8,-0.6,-4.6
1996-01-01,3.6,7.2,972.1,-1.3,-0.2,-2.3
1996-01-02,1.5,6.4,979.0,-2.4,-1.1,-5.9
1996-01-03,1.3,4.7,990.7,-3.4,-0.8,-5.1
1996-01-04,2.3,8.7,986.9,-5.4,-0.4,-10.0
1996-01-05,4.7,10.4,975.9,-6.1,-2.8,-9.0
1996-01-06,4.0,9.6,970.4,-5.6,-3.2,-11.1
1996-01-07,2.9,10.2,971.7,-0.1,0.8,-3.6
1996-01-08,2.1,10.0,982.6,1.6,2.3,0.5
1996-01-09,4.6,11.7,979.1,1.8,2.6,0.9
1996-01-10,3.7,7.3,978.5,0.6,1.6,0.3
1996-01-11,2.4,6.7,975.8,0.3,2.2,-0.2
1996-01-12,1.4,5.7,975.6,1.0,4.5,-0.5
1996-01-13,1.5,4.5,987.0,-1.2,0.0,-2.7
1996-01-14,3.6,7.3,990.8,0.6,1.4,-0.6
1996-01-15,3.1,6.1,996.2,-0.2,0.6,-0.4
1996-01-16,2.6,5.8,998.9,-0.8,-0.2,-1.2
1996-01-17,2.6,6.0,996.8,-3.7,-0.9,-4.3
1996-01-18,1.3,4.7,991.5,-4.1,-3.4,-4.7
1996-01-19,3.0,9.1,986.7,-4.4,-4.0,-5.1
1996-01-20,6.4,13.6,984.9,-2.3,-1.2,-4.6
1996-01-21,6.2,11.7,988.3,-2.6,-1.9,-3.3
1996-01-22,5.3,11.2,986.4,-2.8,0.8,-5.6
1996-01-23,5.8,10.2,981.5,-4.0,-0.6,-7.2
1996-01-24,5.8,11.7,979.4,-3.0,-1.5,-4.8
1996-01-25,5.8,12.4,979.1,-6.5,-3.0,-7.3
1996-01-26,5.1,10.5,980.3,-5.7,-4.2,-7.7
1996-01-27,4.5,9.0,986.4,-3.2,-1.4,-5.1
1996-01-28,5.6,10.8,988.0,-5.1,-3.3,-6.1
1996-01-29,5.2,12.4,987.8,-0.6,2.3,-5.9
1996-01-30,5.7,10.8,992.8,-1.8,3.4,-4.3
1996-01-31,4.2,9.6,992.5,-2.3,3.7,-7.4
1996-02-01,1.4,6.9,986.9,-4.3,1.3,-9.2
1996-02-02,1.4,5.7,978.1,-2.5,1.0,-8.0
1996-02-03,1.8,7.2,979.0,-0.8,0.5,-2.4
1996-02-04,1.7,6.4,982.2,-3.9,-0.8,-7.5
1996-02-05,0.9,3.5,980.1,-6.3,-1.5,-8.1
1996-02-06,4.2,10.2,968.7,-6.4,-1.8,-10.7
1996-02-07,4.2,10.1,967.2,-7.6,-4.5,-12.3
1996-02-08,1.8,6.5,977.2,-6.3,-3.6,-10.5
1996-02-09,2.0,5.3,986.7,-4.2,-0.4,-6.7
1996-02-10,1.9,6.5,981.8,-2.3,-0.7,-6.7
1996-02-11,2.0,6.7,980.9,1.7,4.1,-2.0
1996-02-12,5.8,17.8,968.3,2.8,4.3,0.8
1996-02-13,3.8,12.1,965.5,0.6,2.8,0.3
1996-02-14,2.8,9.0,989.7,0.2,1.0,-0.9
1996-02-15,2.6,6.8,998.5,-1.6,0.3,-2.0
1996-02-16,5.2,13.9,986.4,1.0,2.3,-1.9
1996-02-17,8.4,20.8,980.3,3.5,4.9,1.6
1996-02-18,7.5,16.3,968.1,2.1,3.5,1.4
1996-02-19,4.6,13.4,962.7,1.6,5.2,0.3
1996-02-20,2.2,11.5,976.6,0.1,1.6,-1.4
1996-02-21,3.4,10.6,982.1,-4.0,0.0,-4.7
1996-02-22,3.6,11.0,984.0,-5.3,-3.4,-6.5
1996-02-23,1.7,5.5,984.8,-5.2,-1.3,-8.0
1996-02-24,2.6,5.9,982.4,-2.7,0.3,-10.8
1996-02-25,3.4,9.1,979.0,3.6,10.2,-0.3
1996-02-26,1.5,6.3,982.6,4.6,12.5,-1.6
1996-02-27,1.9,5.8,987.0,3.4,9.5,-1.6
1996-02-28,2.2,7.7,991.3,4.0,9.9,-1.3
1996-02-29,2.1,8.0,993.0,5.3,10.4,-1.1
1996-03-01,3.4,11.4,989.5,0.0,6.3,-0.8
1996-03-02,2.5,9.1,987.5,-0.4,5.7,-3.6
1996-03-03,2.3,7.4,985.9,-1.4,3.0,-2.8
1996-03-04,1.6,5.9,986.7,-2.0,2.4,-4.8
1996-03-05,2.5,7.6,989.2,0.7,2.3,-4.4
1996-03-06,1.8,5.4,989.0,1.0,2.1,0.2
1996-03-07,5.1,12.8,986.7,2.0,6.1,-0.6
1996-03-08,5.9,11.5,991.5,1.7,6.5,-2.0
1996-03-09,5.2,11.5,992.9,1.0,5.9,-3.4
1996-03-10,6.4,12.7,992.7,0.7,7.1,-3.7
1996-03-11,4.3,11.6,985.1,-2.8,0.5,-4.1
1996-03-12,4.2,11.2,981.5,-4.5,-1.8,-7.2
1996-03-13,4.0,8.6,978.7,-3.5,-0.3,-6.3
1996-03-14,4.6,11.4,978.3,0.6,6.1,-6.7
1996-03-15,4.4,11.7,977.0,2.8,9.4,-3.5
1996-03-16,3.9,10.1,976.2,4.8,11.2,-1.0
1996-03-17,3.1,7.5,983.0,5.7,9.8,2.5
1996-03-18,2.0,5.5,984.9,6.2,10.6,2.7
1996-03-19,1.7,8.7,982.4,6.6,11.8,2.1
1996-03-20,1.4,6.1,978.9,5.0,11.8,-0.7
1996-03-21,1.2,10.0,979.8,6.9,12.4,1.6
1996-03-22,1.5,18.2,983.4,7.4,11.6,4.8
1996-03-23,1.8,6.8,985.8,8.8,11.7,5.0
1996-03-24,1.7,7.9,987.8,8.3,12.7,4.4
1996-03-25,5.0,11.8,986.6,7.0,13.4,1.5
1996-03-26,3.2,8.7,977.5,4.7,6.3,3.6
1996-03-27,4.1,12.3,985.7,1.8,6.3,0.3
1996-03-28,2.0,8.8,981.1,1.5,7.2,-4.9
1996-03-29,4.2,11.1,978.1,2.5,6.4,-0.5
1996-03-30,3.1,10.6,978.3,1.4,5.4,-0.2
1996-03-31,2.9,10.6,981.0,0.4,4.9,-2.2
1996-04-01,2.7,8.3,977.8,1.4,6.6,-0.8
1996-04-02,4.1,10.6,982.8,0.9,5.8,-3.4
1996-04-03,4.1,13.6,989.6,0.4,3.7,-2.0
1996-04-04,2.4,7.6,991.4,0.5,1.7,0.1
1996-04-05,4.4,8.4,987.1,3.7,5.1,0.4
1996-04-06,2.6,6.5,986.2,7.1,11.3,3.4
1996-04-07,0.8,4.1,988.0,7.5,14.5,0.6
1996-04-08,1.6,7.8,991.1,10.7,18.0,1.8
1996-04-09,2.0,7.0,992.3,6.5,11.4,3.4
1996-04-10,1.2,4.4,986.0,7.3,12.1,0.7
1996-04-11,1.7,12.4,980.7,8.9,14.7,3.2
1996-04-12,3.4,9.4,983.3,1.9,8.7,0.2
1996-04-13,1.7,12.1,986.7,3.3,7.5,-2.2
1996-04-14,2.2,6.9,990.8,6.9,11.0,1.1
1996-04-15,1.7,7.1,993.4,8.5,15.2,0.7
1996-04-16,1.2,7.0,986.1,9.6,17.2,-0.4
1996-04-17,2.8,9.9,979.7,11.9,18.9,3.0
1996-04-18,1.8,8.4,986.4,12.8,20.2,2.8
1996-04-19,1.7,8.0,987.0,14.6,22.3,5.2
1996-04-20,1.2,8.5,983.2,17.0,25.2,6.6
1996-04-21,1.3,7.8,980.4,18.4,26.2,8.3
1996-04-22,1.9,9.4,979.1,18.9,27.2,8.5
1996-04-23,2.9,12.7,978.6,15.8,23.9,10.5
1996-04-24,2.4,10.9,987.5,11.5,16.1,9.8
1996-04-25,1.8,10.7,991.5,12.2,17.9,5.4
1996-04-26,1.6,7.9,988.3,13.0,19.5,4.8
1996-04-27,3.9,10.5,981.9,15.6,21.5,7.5
1996-04-28,1.6,8.3,975.3,13.0,15.2,11.5
1996-04-29,1.9,6.3,973.5,12.5,18.0,9.2
1996-04-30,1.3,6.9,971.1,11.3,14.4,8.9
1996-05-01,1.3,6.9,969.0,14.5,20.1,6.5
1996-05-02,2.8,9.6,965.8,13.4,18.6,9.8
1996-05-03,2.2,9.9,969.6,10.1,14.6,8.3
1996-05-04,4.5,14.5,980.0,7.5,10.8,5.8
1996-05-05,1.6,6.5,984.5,9.2,13.3,3.2
1996-05-06,2.8,8.7,981.3,12.4,18.5,5.4
1996-05-07,4.5,12.0,980.9,11.2,18.4,8.3
1996-05-08,2.8,8.0,981.8,8.4,10.6,7.5
1996-05-09,2.8,8.9,979.9,5.8,7.7,4.9
1996-05-10,2.3,6.1,979.0,7.4,9.8,4.3
1996-05-11,2.4,7.2,980.3,10.4,13.6,6.5
1996-05-12,3.0,9.1,982.2,11.5,13.5,8.7
1996-05-13,2.4,8.3,984.9,11.3,14.0,9.6
1996-05-14,2.0,6.7,983.0,12.8,16.8,9.7
1996-05-15,2.4,7.7,979.9,10.6,14.0,9.0
1996-05-16,2.8,6.7,979.6,10.5,12.4,7.1
1996-05-17,2.6,19.0,976.2,14.5,22.2,9.2
1996-05-18,1.7,7.8,974.6,14.5,18.5,9.6
1996-05-19,2.5,29.4,975.1,12.0,20.1,11.0
1996-05-20,2.4,13.9,982.8,12.4,17.8,9.3
1996-05-21,2.8,16.0,987.7,11.4,18.0,6.2
1996-05-22,3.8,12.8,991.3,11.6,17.2,7.7
1996-05-23,5.0,14.3,986.9,12.6,16.3,9.2
1996-05-24,4.1,15.2,982.4,17.8,22.9,11.1
1996-05-25,6.2,16.0,978.7,12.7,18.4,10.5
1996-05-26,4.0,13.6,982.7,13.5,18.1,8.2
1996-05-27,6.2,16.5,976.5,13.2,16.3,11.4
1996-05-28,3.8,15.2,990.8,9.4,14.0,6.6
1996-05-29,2.2,8.3,991.8,14.6,20.7,3.7
1996-05-30,1.7,7.6,988.8,18.7,25.3,7.7
1996-05-31,1.9,7.3,986.7,22.6,29.8,10.4
1996-06-01,3.0,9.6,987.0,18.0,22.6,15.5
1996-06-02,2.2,6.5,983.4,12.8,16.5,12.3
1996-06-03,1.5,5.2,988.6,14.6,16.7,11.7
1996-06-04,1.8,7.2,995.7,17.0,23.4,8.9
1996-06-05,4.2,10.7,994.1,21.3,26.6,10.5
1996-06-06,1.6,7.2,989.8,23.0,29.4,13.3
1996-06-07,1.2,7.2,988.3,25.0,32.0,15.0
1996-06-08,2.1,9.6,987.2,24.8,31.4,17.1
1996-06-09,2.1,21.5,989.4,21.8,27.0,16.6
1996-06-10,1.1,9.7,990.1,22.8,29.6,14.7
1996-06-11,1.6,6.7,991.3,23.2,30.2,15.6
1996-06-12,2.7,10.2,992.0,22.8,29.5,16.8
1996-06-13,2.6,9.0,997.9,15.6,20.5,12.0
1996-06-14,1.9,7.6,996.8,15.2,21.0,7.6
1996-06-15,1.9,8.9,993.9,17.2,23.0,7.8
1996-06-16,2.0,9.0,990.6,17.7,23.2,9.7
1996-06-17,1.6,8.2,986.3,20.1,26.6,10.2
1996-06-18,3.7,14.4,979.2,20.2,27.0,11.8
1996-06-19,3.5,12.2,979.1,15.1,19.2,12.2
1996-06-20,2.8,12.4,975.5,12.9,15.9,9.5
1996-06-21,1.6,6.7,975.7,12.2,14.3,10.3
1996-06-22,2.0,8.8,980.3,11.2,15.0,9.0
1996-06-23,2.2,7.5,987.6,13.0,15.9,9.8
1996-06-24,2.3,9.1,990.1,13.0,16.2,10.4
1996-06-25,1.3,6.1,990.7,14.0,17.8,10.6
1996-06-26,1.4,5.1,989.0,16.4,21.2,8.7
1996-06-27,2.8,11.1,989.4,17.0,23.4,9.4
1996-06-28,2.3,9.2,986.1,19.6,24.6,13.4
1996-06-29,4.5,19.1,979.3,15.0,22.2,12.5
1996-06-30,6.0,16.5,981.8,14.4,17.1,10.4
1996-07-01,5.5,16.3,975.2,15.8,20.3,12.2
1996-07-02,4.9,13.8,978.6,14.2,19.0,10.7
1996-07-03,3.0,9.5,981.0,16.9,22.9,8.3
1996-07-04,5.6,19.0,979.9,18.0,23.2,14.0
1996-07-05,3.4,20.3,975.4,18.2,26.1,15.3
1996-07-06,4.3,13.7,976.5,13.6,18.6,12.2
1996-07-07,2.3,8.6,975.5,14.4,19.6,9.6
1996-07-08,3.3,12.0,978.2,11.3,13.1,10.3
1996-07-09,4.9,18.3,988.5,13.3,18.7,8.2
1996-07-10,2.7,9.9,987.3,14.6,18.2,11.4
1996-07-11,2.0,8.5,989.8,16.3,21.1,10.4
1996-07-12,1.7,8.1,986.2,18.6,24.9,14.7
1996-07-13,1.6,7.6,989.5,20.4,26.8,13.6
1996-07-14,1.9,7.7,992.9,21.7,27.1,15.2
1996-07-15,2.1,9.2,992.0,20.0,25.6,16.5
1996-07-16,2.8,8.6,995.3,14.4,19.9,11.0
1996-07-17,1.8,7.0,992.2,17.1,23.3,7.9
